parte_inclusion_digital,sexo,edad,departamento,ciudad,unidad_educativa,normalista,tecnico,licenciatura,especializacion,maestria,doctorado,otro,experiencia,tiempo_establecimiento,tiempo_establecimiento,area,curso_tecnologia,institucion,tiene_computadora,tipo_computadora,numero_computadoras,tienen_tablets,numero_tablet,origen_computadora,internet_casa,internet_movil,internet_colegio,ultima_semana_internet
Sí,Femenino,44,Tarija,Tarija,LA PAZ Mañana,1,0,1,0,0,0,,6,Más de un año,6,Comunidad y Sociedad,1,Uso de las Kuuas y el Linux,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,56,Tarija,Tarija,LA SALLE CONVENIO Tarde,0,0,1,0,0,0,,29,Más de un año,18,Comunidad y Sociedad,1,El que se impartió en el colegio con el grupo de inclusión digital ,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,61,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,0,0,0,,37,Más de un año,4,"Ciencia, Tecnología y Producción",1,"Educación activa en matemáticas, procedimientos y estrategias en matemáticas",0,,NA,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,40,Oruro,Oruro,NACIONAL SAN JOSE,0,0,1,0,0,0,,10,Más de un año,3,"Vida, Tierra y Territorio",1,agetic,1,Computadora de escritorio,1,0,NA,Por cuenta propia,No,Sí,Sí,Sí
Sí,Masculino,58,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,1,0,0,0,0,0,,26,Más de un año,8,"Ciencia, Tecnología y Producción",1,Inclusión Digital AGETIC,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,AYACUCHO TARDE,0,1,0,0,0,0,,21,Más de un año,10,Comunidad y Sociedad,1,Agetic,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,CASTULO CHAVEZ MAÑANA,1,0,1,0,0,0,,8,Más de un año,3,Comunidad y Sociedad,1,uso de las TIC en el aula,1,Computadora portátil,3,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,31,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,1,0,0,0,,8,Menos de un año,NA,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,29,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,1,0,0,0,,5,Más de un año,5,Cosmos y Pensamiento,1,5,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,60,La Paz,La Paz,LA MERCED B,0,0,1,0,0,0,,34,Más de un año,30,"Ciencia, Tecnología y Producción",1,Uso de herramientas de software libre,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,No,No,Sí
Sí,Femenino,34,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,0,0,0,1,0,0,,6,Más de un año,1,"Ciencia, Tecnología y Producción",1,Manejo de cuas,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,55,Oruro,Oruro,NACIONAL SAN JOSE,0,0,1,0,0,0,,17,Menos de un año,NA,"Vida, Tierra y Territorio",1,agetic,0,,NA,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,49,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,1,0,1,0,0,0,,20,Más de un año,12,Cosmos y Pensamiento,0,,1,Computadora portátil,2,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,56,La Paz,El Alto,SIMON BOLIVAR TARDE,1,0,1,0,1,0,,33,Más de un año,2,"Ciencia, Tecnología y Producción",1,Herramientas de software libre,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,48,La Paz,La Paz,LA MERCED B,1,0,0,0,0,0,,25,Más de un año,8,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,56,Tarija,Tarija,LA SALLE CONVENIO Tarde,1,0,1,0,0,0,,33,Más de un año,17,Comunidad y Sociedad,1,Curso en el colegio de AGETIC ,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,32,Oruro,Oruro,NACIONAL SAN JOSE,0,0,1,0,0,0,,9,Menos de un año,NA,Cosmos y Pensamiento,1,agetic,1,Computadora de escritorio,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,45,La Paz,La Paz,MARIEN GARTEN C,1,0,0,0,0,0,,7,Más de un año,3,"Vida, Tierra y Territorio",1,Capacitación en uso de software libre,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,58,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,1,0,1,0,1,0,,22,Más de un año,18,Comunidad y Sociedad,1,Agetic,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,PRIMAVERA B,1,0,0,0,0,0,,20,Más de un año,12,Cosmos y Pensamiento,1,manejo de las KUAA,1,Computadora de escritorio,1,0,NA,Por algún familiar,Sí,Sí,No,Sí
Sí,Femenino,57,La Paz,El Alto,PRIMAVERA B,1,0,1,0,0,0,,32,Más de un año,9,"Ciencia, Tecnología y Producción",1,tics ,1,Computadora de escritorio,2,1,4,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,38,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,0,0,1,0,0,0,,10,Más de un año,7,Comunidad y Sociedad,1,Kuas,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,29,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,1,0,0,,4,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,40,Oruro,Oruro,NACIONAL SAN JOSE,1,0,0,0,0,0,,18,Menos de un año,NA,"Ciencia, Tecnología y Producción",0,,0,,NA,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,46,Pando,Cobija,MCAL. SUCRE MAÑANA,0,0,1,0,0,0,,23,Más de un año,15,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Femenino,33,La Paz,El Alto,JESUS MARIA FE Y ALEGRIA,1,0,0,0,0,0,,7,Más de un año,2,Comunidad y Sociedad,1,Uso de las TICS,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,59,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,0,0,1,0,0,0,,30,Más de un año,27,"Ciencia, Tecnología y Producción",1,tecnico auxiliar  CEC,1,Computadora de escritorio,4,1,2,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,45,Oruro,Oruro,NACIONAL SAN JOSE,0,0,1,0,1,0,,25,Menos de un año,NA,"Vida, Tierra y Territorio",0,,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,No,No
Sí,Femenino,56,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,1,0,1,1,0,0,,27,Más de un año,12,Comunidad y Sociedad,1,proyecto de inclusion digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,58,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,1,0,1,1,0,0,,33,Más de un año,6,Comunidad y Sociedad,1,Proyecto de Inclusion Digital y curso de la Alcaldía,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,56,La Paz,El Alto,BOLIVIA MAÑANA,1,0,1,0,0,0,,27,Más de un año,21,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,38,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,1,0,0,1,1,0,,12,Más de un año,5,"Ciencia, Tecnología y Producción",1,Capacitación de la Alcaldía para el uso de kuaas en el aula,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,43,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,1,0,1,1,0,0,,17,Más de un año,6,Cosmos y Pensamiento,1,programa de inclusion digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,50,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,1,0,1,1,0,0,,23,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,Proyecto de Inclusión Digital,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,44,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,0,0,0,,22,Más de un año,19,"Vida, Tierra y Territorio",1,Quipus,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,38,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,0,0,1,0,0,0,,14,Más de un año,4,"Vida, Tierra y Territorio",1,Diplomado en informatica educativa ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,59,La Paz,La Paz,DOMINGO FAUSTINO SARMIENTO,1,0,1,1,0,0,,13,Más de un año,3,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,48,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,1,0,0,,18,Más de un año,6,Comunidad y Sociedad,1,TIC,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,34,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,1,0,0,0,0,,10,Más de un año,5,Comunidad y Sociedad,0,,0,,NA,1,2,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,36,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,1,1,0,0,0,,9,Más de un año,7,"Ciencia, Tecnología y Producción",1,Uso de los pisos tecnológicos de unefco,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,46,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,0,0,0,0,1,0,,18,Más de un año,4,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,32,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,1,0,0,,10,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Femenino,54,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,0,0,0,,6,Menos de un año,NA,"Vida, Tierra y Territorio",1,Unefco,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,60,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,0,0,1,0,,27,Menos de un año,NA,Comunidad y Sociedad,1,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
No,Masculino,32,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,1,0,0,0,,8,Más de un año,3,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,No,No,No,No
Sí,Femenino,46,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,0,0,0,,21,Más de un año,13,Cosmos y Pensamiento,1,Uso de las tic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,23,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,1,0,0,0,,2,Más de un año,2,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,43,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,0,0,0,0,,16,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,el uso de geogebra,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,31,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,1,0,0,0,,10,Más de un año,7,"Ciencia, Tecnología y Producción",1,Aula virtual,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,43,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,1,0,0,0,,16,Más de un año,3,Comunidad y Sociedad,0,,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,39,La Paz,El Alto,BOLIVIA MAÑANA,1,0,1,1,0,0,,16,Más de un año,5,Comunidad y Sociedad,0,,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,38,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,1,0,0,,8,Más de un año,8,Comunidad y Sociedad,1,Aula virtual,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,51,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,1,0,0,,26,Más de un año,6,Cosmos y Pensamiento,0,,0,,NA,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,33,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,0,0,0,,12,Más de un año,7,"Ciencia, Tecnología y Producción",1,Uso d la tics,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,33,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,0,0,1,0,0,0,,9,Menos de un año,NA,Comunidad y Sociedad,1,Interactuando en el aula a través de las TICs,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,49,Potosí,Potosí,COPACABANA C,1,0,1,1,0,0,,26,Más de un año,25,Comunidad y Sociedad,1,Biogeografia,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,60,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,0,0,0,0,1,0,,40,Más de un año,6,Comunidad y Sociedad,0,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,44,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,1,0,0,,21,Más de un año,3,Comunidad y Sociedad,1,Este curso de la AGETIC,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,No,No,Sí
Sí,Femenino,50,La Paz,El Alto,BICENTENARIO LIBERTADOR SIMON BOLIVAR,1,0,1,1,0,0,,20,Menos de un año,NA,"Vida, Tierra y Territorio",1,El uso de las Tic's en el área de Química,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,44,La Paz,El Alto,AYACUCHO TARDE,1,0,0,0,0,0,,10,Más de un año,2,Comunidad y Sociedad,1,Cursos virtuales sobre uso de tic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,No,Sí,Sí
Sí,Femenino,47,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,1,0,1,0,0,0,,5,Más de un año,5,"Vida, Tierra y Territorio",1,Ntic de  se la unefco aula vigual,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,61,Beni,Trinidad,NACIONAL 6 DE AGOSTO Mañana,1,0,1,0,0,0,,14,Más de un año,13,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,51,La Paz,La Paz,CHASQUIPAMPA A,1,0,1,1,0,0,,26,Más de un año,13,"Vida, Tierra y Territorio",1,Cursos de capacitación para maestros y maestras en el uso deTICs,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,38,Tarija,Tarija,JOSE MANUEL AVILA 1 Mañana,1,0,1,0,0,0,,14,Más de un año,11,Comunidad y Sociedad,1,Uso de kuas con el sistema linux,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,39,Tarija,Tarija,JOSE MANUEL AVILA 2 Tarde,1,0,0,0,0,0,Licenciatura en administración educativa ,16,Más de un año,4,"Vida, Tierra y Territorio",1,Laboratorio virtual ,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,44,Tarija,Tarija,JOSE MANUEL AVILA 1 Mañana,1,0,1,1,0,0,,13,Más de un año,12,"Ciencia, Tecnología y Producción",1,Actualización en el uso de las Tics,1,Computadora portátil,3,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,40,La Paz,El Alto,REPUBLICA DEL JAPON MAÑANA,0,0,1,0,0,0,,15,Más de un año,10,Cosmos y Pensamiento,1,Acerca de  las nuevas tecnologías,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,50,La Paz,El Alto,REPUBLICA DEL JAPON MAÑANA,1,0,1,1,0,0,,15,Más de un año,8,Comunidad y Sociedad,1,Classroom,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,49,Santa Cruz,Santa Cruz de la Sierra,EVANGELICO BUENAS NUEVAS,1,0,1,0,0,0,,13,Más de un año,13,"Ciencia, Tecnología y Producción",1,AGETIC,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,34,Tarija,Tarija,LA PAZ Mañana,1,0,0,0,0,0,,9,Más de un año,9,"Vida, Tierra y Territorio",1,Manejo de aula virtual ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,45,Oruro,Oruro,LA SALLE TARDE,1,1,1,0,0,0,,10,Más de un año,6,"Vida, Tierra y Territorio",1,Tic UNEFCO,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,45,La Paz,El Alto,HUAYNA POTOSI MAÑANA,1,0,1,0,0,0,,20,Más de un año,6,Comunidad y Sociedad,1,Uso de las tics,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,29,La Paz,El Alto,JESUS MARIA FE Y ALEGRIA,1,1,1,0,0,0,,7,Más de un año,2,"Vida, Tierra y Territorio",0,,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,47,La Paz,La Paz,LA MERCED B,0,0,1,0,0,0,,27,Más de un año,24,"Vida, Tierra y Territorio",1,"Edición de imagen,audio y vídeo",1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,56,Tarija,Tarija,JOSE MANUEL AVILA 2 Tarde,1,0,0,0,0,0,,25,Más de un año,4,Cosmos y Pensamiento,1,Capacitacion para manejo kipus,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Femenino,31,Tarija,Tarija,JOSE MANUEL AVILA 1 Mañana,0,0,1,0,0,0,,6,Más de un año,3,Cosmos y Pensamiento,1,Classrom ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,53,La Paz,La Paz,LA MERCED B,0,0,1,0,0,0,,30,Más de un año,28,Comunidad y Sociedad,1,"Edición de vídeo,audio e imagen",1,Computadora de escritorio,1,0,NA,Dotada por el ministerio,Sí,No,No,No
Sí,Femenino,50,La Paz,El Alto,SIMON BOLIVAR TARDE,0,0,1,0,0,0,,25,Más de un año,15,Cosmos y Pensamiento,0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,30,La Paz,El Alto,HUAYNA POTOSI MAÑANA,1,0,0,0,0,0,,4,Menos de un año,NA,"Ciencia, Tecnología y Producción",0,,1,Computadora de escritorio,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Masculino,36,La Paz,El Alto,VILLA VICTORIA,1,0,0,0,0,0,,15,Más de un año,12,Comunidad y Sociedad,0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,48,La Paz,La Paz,MARIEN GARTEN C,1,0,1,0,0,0,Diplomado ,24,Más de un año,7,"Vida, Tierra y Territorio",1,Tics ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,57,La Paz,El Alto,ALTO DE LA ALIANZA MAÑANA,1,0,1,0,0,0,,25,Más de un año,19,Comunidad y Sociedad,1,Si he recibido capacitación de manejo de TiCs  a través de UNEFCO,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,52,Santa Cruz,Santa Cruz de la Sierra,NACIONAL FLORIDA I,0,0,1,0,0,0,,22,Más de un año,18,Cosmos y Pensamiento,1,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,37,La Paz,El Alto,HUAYNA POTOSI MAÑANA,0,0,1,0,0,0,,13,Más de un año,9,"Ciencia, Tecnología y Producción",0,,1,Computadora de escritorio,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,48,La Paz,La Paz,HUGO DAVILA A,1,0,0,0,0,0,,20,Más de un año,11,Comunidad y Sociedad,0,,1,Computadora de escritorio,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Masculino,36,La Paz,El Alto,VILLA VICTORIA,1,0,1,0,0,0,,14,Más de un año,4,"Vida, Tierra y Territorio",1,Mantenimiento de Kuaas,1,Computadora de escritorio,6,1,2,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,50,Chuquisaca,Sucre,ADEMAR CARVAJAL,1,1,1,0,0,0,,17,Más de un año,5,"Ciencia, Tecnología y Producción",1,INCLUSIÓN DIGITAL,1,Computadora de escritorio,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,37,La Paz,La Paz,LA PAZ A,0,0,1,0,0,0,,7,Más de un año,1,"Ciencia, Tecnología y Producción",1,"Redes,software libre",1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,30,La Paz,La Paz,ISAAC MALDONADO REQUE,0,0,1,0,0,0,,7,Más de un año,4,Cosmos y Pensamiento,0,,0,,NA,1,1,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,44,La Paz,La Paz,HUGO DAVILA A,1,1,0,0,0,0,,29,Más de un año,9,"Vida, Tierra y Territorio",1,Inclusión digital ,1,Computadora de escritorio,2,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,30,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,8,Más de un año,1,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,No,No,Sí
Sí,Masculino,54,Pando,Cobija,MADRE NAZARIA TARDE,1,0,1,1,0,0,,20,Más de un año,10,Comunidad y Sociedad,1,basico,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Masculino,31,La Paz,El Alto,VILLA VICTORIA,0,1,0,0,0,0,,8,Más de un año,4,"Ciencia, Tecnología y Producción",1,TICs,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,62,Santa Cruz,Santa Cruz de la Sierra,JOSEFINA GOITIA I,1,0,0,0,0,0,,35,Más de un año,17,"Ciencia, Tecnología y Producción",1,Instalación de computadoras,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,38,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,0,0,1,0,0,0,,12,Más de un año,6,Cosmos y Pensamiento,1,Uso del classrom,1,Computadora portátil,2,1,1,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,54,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,1,0,1,0,1,0,,34,Más de un año,2,Comunidad y Sociedad,1,Agetic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,51,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,0,0,0,0,,15,Más de un año,4,"Ciencia, Tecnología y Producción",1,Profocom,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,46,Tarija,Tarija,NACIONAL SAN LUIS Mañana,0,0,1,0,0,0,,24,Más de un año,5,Cosmos y Pensamiento,1,"uso de programas de sofware libre, conocimiento libre y educación basada en tecnologias",1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,43,Santa Cruz,Santa Cruz de la Sierra,JOSEFINA GOITIA I,1,0,0,0,0,0,,16,Más de un año,16,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,62,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,1,0,1,1,0,0,,35,Más de un año,28,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,No,No,Sí
Sí,Femenino,60,Tarija,Tarija,NACIONAL EUSTAQUIO MENDEZ Mañana,1,0,1,0,0,0,,35,Más de un año,34,Comunidad y Sociedad,1,Classrom,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,38,La Paz,El Alto,COSMOS 79 MAÑANA,1,0,0,0,0,0,,7,Más de un año,3,"Vida, Tierra y Territorio",1,AGETIC,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,60,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,0,0,0,0,,35,Más de un año,16,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,34,La Paz,El Alto,PUERTO DE MEJILLONES CIUDAD SATELITE,1,0,0,0,0,0,,12,Más de un año,4,Comunidad y Sociedad,1,Uso de las TICs dentro del aula ,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,57,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,0,0,0,0,,32,Más de un año,5,"Vida, Tierra y Territorio",1,Ofimatica,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,No,No,Sí
Sí,Femenino,41,Tarija,San Lorenzo,JULIO SUCRE Mañana,1,0,1,0,0,0,,16,Más de un año,11,Cosmos y Pensamiento,1,Interactuando con las Kuaas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,30,Tarija,Tarija,CASTELFORT CASTELLANOS I Mañana,1,0,1,1,0,0,,6,Más de un año,7,Comunidad y Sociedad,1,de gobernacion,1,Computadora portátil,4,1,1,Dotada por el ministerio,Sí,Sí,Sí,No
